,loss≥0%,loss≥5%,loss≥10%,loss≥15%,loss≥20%,loss≥25%,loss≥30%,loss≥35%,loss≥40%,loss≥45%,loss≥50%
speedup≥0%,0.9026548672566371,0.8230088495575221,0.7699115044247787,0.6991150442477876,0.6194690265486725,0.5132743362831859,0.4690265486725664,0.39823008849557523,0.35398230088495575,0.24778761061946902,0.1504424778761062
speedup≥5%,0.8761061946902655,0.8141592920353983,0.7699115044247787,0.6991150442477876,0.6194690265486725,0.5132743362831859,0.4690265486725664,0.39823008849557523,0.35398230088495575,0.24778761061946902,0.1504424778761062
speedup≥10%,0.8761061946902655,0.8141592920353983,0.7699115044247787,0.6991150442477876,0.6194690265486725,0.5132743362831859,0.4690265486725664,0.39823008849557523,0.35398230088495575,0.24778761061946902,0.1504424778761062
speedup≥15%,0.8407079646017699,0.7876106194690266,0.7433628318584071,0.6902654867256637,0.6106194690265486,0.5132743362831859,0.4690265486725664,0.39823008849557523,0.35398230088495575,0.24778761061946902,0.1504424778761062
speedup≥20%,0.8053097345132744,0.7699115044247787,0.7256637168141593,0.672566371681416,0.6017699115044248,0.504424778761062,0.46017699115044247,0.3893805309734513,0.34513274336283184,0.24778761061946902,0.1504424778761062
speedup≥25%,0.7787610619469026,0.7522123893805309,0.7079646017699115,0.6548672566371682,0.584070796460177,0.504424778761062,0.46017699115044247,0.3893805309734513,0.34513274336283184,0.24778761061946902,0.1504424778761062
speedup≥30%,0.7345132743362832,0.7079646017699115,0.6637168141592921,0.6283185840707964,0.5752212389380531,0.504424778761062,0.46017699115044247,0.3893805309734513,0.34513274336283184,0.24778761061946902,0.1504424778761062
speedup≥35%,0.6902654867256637,0.672566371681416,0.6283185840707964,0.5929203539823009,0.5486725663716814,0.49557522123893805,0.45132743362831856,0.3805309734513274,0.336283185840708,0.24778761061946902,0.1504424778761062
speedup≥40%,0.6637168141592921,0.6460176991150443,0.6017699115044248,0.5752212389380531,0.5398230088495575,0.48672566371681414,0.45132743362831856,0.3805309734513274,0.336283185840708,0.24778761061946902,0.1504424778761062
speedup≥45%,0.6460176991150443,0.6283185840707964,0.5929203539823009,0.5663716814159292,0.5398230088495575,0.48672566371681414,0.45132743362831856,0.3805309734513274,0.336283185840708,0.24778761061946902,0.1504424778761062
speedup≥50%,0.5929203539823009,0.584070796460177,0.5486725663716814,0.5221238938053098,0.504424778761062,0.46017699115044247,0.4336283185840708,0.3805309734513274,0.336283185840708,0.24778761061946902,0.1504424778761062
