,loss≥0%,loss≥5%,loss≥10%,loss≥15%,loss≥20%,loss≥25%,loss≥30%,loss≥35%,loss≥40%,loss≥45%,loss≥50%
speedup≥0%,0.8761061946902655,0.7787610619469026,0.6902654867256637,0.5929203539823009,0.504424778761062,0.4247787610619469,0.3893805309734513,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥5%,0.8761061946902655,0.7787610619469026,0.6902654867256637,0.5929203539823009,0.504424778761062,0.4247787610619469,0.3893805309734513,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥10%,0.8053097345132744,0.7345132743362832,0.6548672566371682,0.5752212389380531,0.49557522123893805,0.415929203539823,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥15%,0.7345132743362832,0.672566371681416,0.6106194690265486,0.5486725663716814,0.48672566371681414,0.415929203539823,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥20%,0.6460176991150443,0.6017699115044248,0.5486725663716814,0.504424778761062,0.4690265486725664,0.415929203539823,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥25%,0.584070796460177,0.5398230088495575,0.48672566371681414,0.4690265486725664,0.46017699115044247,0.415929203539823,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥30%,0.5663716814159292,0.5221238938053098,0.4778761061946903,0.4690265486725664,0.46017699115044247,0.415929203539823,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥35%,0.5309734513274337,0.49557522123893805,0.45132743362831856,0.4424778761061947,0.4424778761061947,0.39823008849557523,0.3805309734513274,0.3274336283185841,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥40%,0.4778761061946903,0.45132743362831856,0.415929203539823,0.40707964601769914,0.40707964601769914,0.37168141592920356,0.35398230088495575,0.3008849557522124,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥45%,0.4778761061946903,0.45132743362831856,0.415929203539823,0.40707964601769914,0.40707964601769914,0.37168141592920356,0.35398230088495575,0.3008849557522124,0.20353982300884957,0.1415929203539823,0.07964601769911504
speedup≥50%,0.4778761061946903,0.45132743362831856,0.415929203539823,0.40707964601769914,0.40707964601769914,0.37168141592920356,0.35398230088495575,0.3008849557522124,0.20353982300884957,0.1415929203539823,0.07964601769911504
